bandeirantes-ms	b ɐ̃ d e j ɾ ɐ̃ t ɛ s i ẽ m i ɛ s i
bandeirantes-mt	b ɐ̃ d e j ɾ ɐ̃ t e z m i t e
bandeirantes-pr	b ɐ̃ d e j ɾ ɐ̃ t ɛ s i p e ɛ ʁ e
bandeira-paulista	b ɐ̃ d e j ɾ a p a w l i ʃ t ɐ
bandeiras-alemãs	b ɐ̃ d e j ɾ a s a l ẽ m ɐ̃ s
bandeiras-brasileiras	b ɐ̃ d e j ɾ a ʒ b ɾ a z i l e j ɾ a s
bandeiras-do-campo	b ɐ̃ d e j ɾ a ʒ d o k ɐ̃ p u
bandeiras-do-divino	b ɐ̃ d e j ɾ a ʒ d o d͡ʒ i v ĩ n u
bandeiras-dos-santos-reis	b ɐ̃ d e j ɾ a ʒ d o s ɐ̃ t o z ɾ e j s
bandeiras-espanholas	b ɐ̃ d e j ɾ a z e s p ɐ ɲ ɔ l a s
bandeiras-paulistas	b ɐ̃ d e j ɾ a s p a w l i s t ɐ s
bandeiras-vogais	b ɐ̃ d e j ɾ a ʒ v o ɡ a j s
bandeira-vogais	b ɐ̃ d e j ɾ a v o ɡ a j s
bandeirinha-de-rabo-amarelo	b ɐ̃ d e j ɾ i ɲ a d e ɾ a b o a m a ɾ ɛ l u
bandeirinha-de-rabo-vermelho	b ɐ̃ d e j ɾ i ɲ a d e ɾ a b o v e ʁ m e ʎ u
bandeirinhas-de-rabo-amarelo	b ɐ̃ d e j ɾ i ɲ a s i d e ɾ a b o a m a ɾ ɛ l u
bandeirinhas-de-rabo-vermelho	b ɐ̃ d e j ɾ i ɲ a s i d e ɾ a b o v e ʁ m e ʎ u
bandeja-d'água	b ɐ̃ d e ʒ a d a ɡ w a
bandejas-d'água	b ɐ̃ d e ʒ a s i d a ɡ w a
bang-bang	b ɐ̃ ɡ b ɐ̃ ɡ i
bango-bango	b ɐ̃ ɡ o b ɐ̃ ɡ u
bangu-bangu	b ɐ̃ ɡ b ɐ̃ ɡ u
bangue-bangue	b ɐ̃ ɡ e b ɐ̃ ɡ i
banho-cheiroso	b ɐ ɲ o ʃ e j ɾ o z u
banho-de-pipoca	b ɐ ɲ o d e p i p ɔ k ɐ
banho-maia	b ɐ ɲ o m a j ɐ
banho-maria	b ɐ ɲ o m a ɾ i a
banho-mariano	b ɐ ɲ o m a ɾ j ɐ n o
banhos-cheirosos	b ɐ̃ ɲ o z ʃ e j ɾ o z u ʃ
banhos-de-pipoca	b ɐ̃ ɲ o z d e p i p ɔ k ɐ
banhos-maria	b ɐ̃ ɲ o z m a ɾ i a
banhos-marianos	b ɐ̃ ɲ o z m a ɾ j ɐ n o s
bannach-pa	b ɐ n a t͡ʃ p e a
banzaê-ba	b ɐ̃ z a e b ɐ
barão-rs	b a ɾ ɐ̃ w̃ ɛ ʁ e ɛ s i
barás-tucanos	b a ɾ a ʃ t u k ɐ n o s
barata-alemã	b a ɾ a t a a l e m ɐ̃
barata-americana	b a ɾ a t a a m e ɾ i k ɐ̃ n ɐ
barata-australiana	b a ɾ a t a a w ʃ t ɾ a l j ɐ̃ n ɐ
barata-cascuda	b a ɾ a t a k a ʃ k u d ɐ
barata-caseira	b a ɾ a t a k a z e j ɾ ɐ
barata-da-bananeira	b a ɾ a t a d a b a n a n e j ɾ ɐ
barata-d'água	b a ɾ a t a d a ɡ w a
barata-da-praia	b a ɾ a t a d a p ɾ a j ɐ
barata-das-palmeiras	b a ɾ a t a d a s p a w m e j ɾ a s
barata-descascada	b a ɾ a t a d e ʃ k a ʃ k a d ɐ
barata-do-arroz	b a ɾ a t a d o a ʁ o j s
barata-do-coqueiro	b a ɾ a t a d o k o k e j ɾ u
barata-do-fígado	b a ɾ a t a d o f i ɡ a d u
barata-do-mato	b a ɾ a t a d o m a t u
barata-francesa	b a ɾ a t a f ɾ ɐ̃ s e z ɐ
barata-germânica	b a ɾ a t a ʒ e ʁ m ɐ̃ n i k ɐ
barata-noiva	b a ɾ a t ɐ n o j v ɐ
barata-nua	b a ɾ a t a n u ɐ
barata-oriental	b a ɾ a t a o ɾ i ẽ t a w
barata-pa	b a ɾ a t a p ɐ
baratas-alemãs	b a ɾ a t a s a l ẽ m ɐ̃ s
baratas-americanas	b a ɾ a t a z a m e ɾ i k ɐ̃ n ɐ s
baratas-australianas	b a ɾ a t a z a w ʃ t ɾ a l j ɐ̃ n ɐ ʃ
baratas-cascudas	b a ɾ a t a ʃ k a ʃ k u d ɐ s
baratas-caseiras	b a ɾ a t a s k a z e j ɾ ɐ s
baratas-da-bananeira	b a ɾ a t a z d a b a n a n e j ɾ ɐ
baratas-d'água	b a ɾ a t a s i d a ɡ w a
baratas-da-praia	b a ɾ a t a z d a p ɾ a j ɐ
baratas-das-palmeiras	b a ɾ a t a s i d e a ʃ p a w m e j ɾ a s
baratas-descascadas	b a ɾ a t a z d e ʃ k a ʃ k a d ɐ s
baratas-do-arroz	b a ɾ a t a s i d e ɔ ʒ a ʁ o j s
baratas-do-coqueiro	b a ɾ a t a z d o k o k e j ɾ u
baratas-do-fígado	b a ɾ a t a z d o f i ɡ a d u
baratas-do-mato	b a ɾ a t a z d o m a t u
baratas-francesas	b a ɾ a t a ʃ f ɾ ɐ̃ s e z a s
baratas-germânicas	b a ɾ a t a z ʒ e ʁ m ɐ̃ n i k ɐ s
barata-silvestre	b a ɾ a t a s i w v ɛ s t ɾ i
baratas-noivas	b a ɾ a t a z n o j v ɐ s
baratas-nuas	b a ɾ a t a z n u ɐ s
baratas-orientais	b a ɾ a t a z o ɾ i ẽ t a j s
baratas-silvestres	b a ɾ a t a s i w v ɛ ʃ t ɾ i ʃ
baratas-vermelhas	b a ɾ a t a z v e ʁ m e ʎ ɐ s
barata-vermelha	b a ɾ a t a v e ʁ m e ʎ ɐ
barata-voa	b a ɾ a t a v o ɐ
baratinha-d'água	b a ɾ a t͡ʃ i ɲ a d a ɡ w a
baratinha-da-praia	b a ɾ a t͡ʃ i ɲ a d a p ɾ a j ɐ
baratinha-das-pedras	b a ɾ a t͡ʃ i ɲ a d a s p ɛ d ɾ ɐ s
baratinha-do-fígado	b a ɾ a t͡ʃ i ɲ a d o f i ɡ a d u
baratinha-francesa	b a ɾ a t͡ʃ i ɲ a f ɾ ɐ̃ s e z ɐ
baratinhas-d'água	b a ɾ a t͡ʃ i ɲ a s i d a ɡ w a
baratinhas-da-praia	b a ɾ a t͡ʃ i ɲ a s d a p ɾ a j ɐ
baratinhas-das-pedras	b a ɾ a t͡ʃ i ɲ a s i d e a ʃ p ɛ d ɾ ɐ s
baratinhas-do-fígado	b a ɾ a t͡ʃ i ɲ a s i d o f i ɡ a d u
baratinhas-francesas	b a ɾ a t͡ʃ i ɲ a s f ɾ ɐ̃ s e z a s
bará-tucano	b a ɾ a t u k ɐ n o
baraúna-pb	b a ɾ a u n a p e b e
baraúna-rn	b a ɾ a t ũ a ɛ ʁ e e n e
baraúnas-pb	b a ɾ a u e n e a ɛ s i p e b e
barba-azul	b a ʁ b a a z u w
barba-branca	b a ʁ b a b ɾ ɐ̃ k ɐ
barbacena-mg	b a ʁ b a s e n a m i ʒ e
barba-das-uvas	b a ʁ b a d a s u v ɐ s
barba-de-barata	b a ʁ b a d͡ʒ i b a ɾ a t ɐ
barba-de-bode	b a ʁ b a d͡ʒ i b ɔ d e
barba-de-bode-de-vassoura	b a ʁ b a d͡ʒ i b ɔ d e d e v a s o w ɾ ɐ
barba-de-bode-mansa	b a ʁ b a d͡ʒ i b ɔ d e m ɐ̃ s ɐ
barba-de-boi	b a ʁ b a d͡ʒ i b ɔ i
barba-de-cabra	b a ʁ b a d e k a b ɾ ɐ
barba-de-camarão	b a ʁ b a d e k a m a ɾ ɐ̃ w̃
barba-de-capuchinho	b a ʁ b a d e k a p u ʃ ĩ ɲ u
barba-de-chibo	b a ʁ b a d͡ʒ i ʃ i b u
barba-de-lagoa	b a ʁ b a d e l a ɡ o ɐ
barba-de-paca	b a ʁ b a d e p e a s e a
barba-de-pau	b a ʁ b a d e p a w
barba-de-são-pedro	b a ʁ b a d e z ɐ̃ w̃ p e d ɾ u
barba-de-surubim	b a ʁ b a d͡ʒ i s u ɾ u b ĩ
barba-de-tigre	b a ʁ b a d e t͡ʃ i ɡ ɾ i
barba-de-timão	b a ʁ b a d e t͡ʃ i m ɐ̃ w̃
barba-de-velho	b a ʁ b a d͡ʒ i v ɛ ʎ u
barba-espanhola	b a ʁ b a e ʃ p ɐ̃ ɲ ɔ l ɐ
barbalha-ce	b a ʁ b a ʎ a s e e
bárbara-ba	b a ɻ b a ɾ a b ɐ
barbara-mg	b a ʁ b a ɾ a m i ʒ e
barbara-pr	b a ʁ b a ɾ ɐ p e ɛ ʁ e
barbara-sp	b a ʁ b a ɾ a ʃ p
barba-ruiva	b a ʁ b a ɾ u j v ɐ
barbas-azuis	b a ʁ b a z a z u j s
barbas-brancas	b a ʁ b a ʒ b ɾ ɐ̃ k a s
barbas-das-uvas	b a ʁ b a ɛ s i d e a ɛ s i u v ɐ s
barbas-de-baleia	b a ʁ b a ʒ d͡ʒ i b a l e j ɐ
barbas-de-barata	b a ʁ b a ʒ d e b a ɾ a t ɐ
barbas-de-bode	b a ʁ b a ʒ d͡ʒ i b ɔ d e
barbas-de-bode-de-vassoura	b a ʁ b a z d e b o d e d e v a s o w ɾ ɐ
barbas-de-bode-mansas	b a ʁ b a z d e b o d e m ɐ̃ s ɐ s
barbas-de-boi	b a ʁ b a ʃ d͡ʒ i b ɔ i
barbas-de-cabra	b a ʁ b a ʒ d e k a b ɾ ɐ
barbas-de-camarão	b a ʁ b a ʒ d e k a m a ɾ ɐ̃ w̃
barbas-de-capuchinho	b a ʁ b a ʒ d e k a p u ʃ ĩ ɲ u
barbas-de-chibo	b a ʁ b a ʒ d͡ʒ i ʃ i b u
barbas-de-júpiter	b a ʁ b a ʒ d e ʒ u p i t e ʁ
barbas-de-lagoa	b a ʁ b a ʒ d e l a ɡ o ɐ
barbas-de-paca	b a ʁ b a z d e p e a s e a
barbas-de-pau	b a ʁ b a z d e p a w
barbas-de-são-pedro	b a ʁ b a ʒ d e z ɐ̃ w̃ p e d ɾ u
barbas-de-surubim	b a ʁ b a ʃ d͡ʒ i s u ɾ u b ĩ
barbas-de-tigre	b a ʁ b a ʒ d e t͡ʃ i ɡ ɾ i
barbas-de-timão	b a ʁ b a ʒ d e t͡ʃ i m ɐ̃ w̃
barbas-de-velho	b a ʁ b a ʒ d͡ʒ i v ɛ ʎ u
barbas-espanholas	b a ʁ b a z e s p ɐ ɲ ɔ l a s
barbas-ruivas	b a ʁ b a ʒ ʁ u j v ɐ s
barbatimão-de-folha-miúda	b a ʁ b a t͡ʃ i m ɐ̃ w̃ d e f o ʎ a m j u d ɐ
barbatimão-falso	b a ʁ b a t͡ʃ i m ɐ̃ w̃ f a w s u
barbatimão-verdadeiro	b a ʁ b a t͡ʃ i m ɐ̃ w̃ v e ʁ d a d e j ɾ u
barbatimões-de-folha-miúda	b a ʁ b a t͡ʃ i m õ j̃ ʃ d e f o ʎ a m j u d ɐ
barbatimões-falsos	b a ʁ b a t͡ʃ i m õ j̃ ʃ f a w s u s
barbatimões-verdadeiros	b a ʁ b a t͡ʃ i m õ j̃ ʃ v e ɻ d a d e j ɾ u s
barbeiro-amarelo	b a ɻ b e j ɾ o a m a ɾ ɛ l u
barbeiro-azul	b a ɻ b e j ɾ o a z u w
barbeiro-pardo	b a ɻ b e j ɾ o p a ɻ d o
barbeiro-preto	b a ɻ b e j ɾ o p ɾ e t u
barbeiros-amarelos	b a ɻ b e j ɾ o z a m a ɾ ɛ l u s
barbeiros-azuis	b a ɻ b e j ɾ o z a z u j s
barbeiros-pardos	b a ɻ b e j ɾ o s p a ʁ d u s
barbeiros-pretos	b a ɻ b e j ɾ o s p ɾ e t u ʃ
barbilhão-amarelo	b a ɻ b i ʎ ɐ̃ w̃ a m a ɾ ɛ l u
barbilhão-de-gola-branca	b a ɻ b i ʎ ɐ̃ w̃ d e ɡ o l a b ɾ ɐ̃ k ɐ
barbilho-amarelo	b a ɻ b i ʎ o a m a ɾ ɛ l u
barbilhões-amarelos	b a ɻ b i ʎ õ j̃ ʃ a m a ɾ ɛ l u s
barbilhões-de-gola-branca	b a ɻ b i ʎ õ j̃ ʃ d e ɡ o l a b ɾ ɐ̃ k ɐ
barbilhos-amarelos	b a ɻ b i ʎ ɔ z a m a ɾ ɛ l u s
barbilhos-vermelhos	b a ɻ b i ʎ o z v e ʁ m e ʎ u s
barbilho-vermelho	b a ɻ b i ʎ o v e ʁ m e ʎ u
barbosa-ba	b a ɻ b ɔ z a b ɐ
barbosa-mg	b a ɻ b ɔ z a m i ʒ e
barbosa-rn	b a ɻ b ɔ z a ɛ ʁ e e n e
barbosa-rs	b a ɻ b ɔ z a ɛ ʁ e ɛ s i
barbosa-sp	b a ɻ b ɔ z a s i p e
barbos-tictos	b a ɻ b ɔ ʃ t͡ʃ i k t u s
barbo-ticto	b a ʁ b ɔ t͡ʃ i k t u
barbudinho-do-sul	b a ɻ b u d͡ʒ i ɲ ɔ d e ɔ ɛ s i u ɛ l e
barbudinhos-do-sul	b a ɻ b u d͡ʒ i ɲ o z d e ɔ ɛ s i u ɛ l e
barbudo-rajado	b a ɻ b u d o ɾ a ʒ a d u
barbudos-rajados	b a ɻ b u d o z ʁ a ʒ a d u s
bárbus-de-cinco-listras	b a ɾ b u z d e s ĩ k o l i ʃ t ɾ ɐ s
bárbus-sumatrano	b a ɾ b u s u m a t ɾ ɐ n o
bárbus-ticto	b a ʁ b u ʃ t͡ʃ i s e t t ɔ
barcaça-cisterna	b a ɻ k a s a s i ʃ t ɛ ʁ n ɐ
barcaças-cisterna	b a ɻ k a s a s i ʃ t ɛ ʁ n ɐ
barca-d'água	b a ʁ k a d a ɡ w a
barca-farol	b a ɻ k a f a ɾ ɔ w
barca-nova	b a ɻ k ɐ n o v ɐ
barcarena-pa	b a ɻ k a ɾ e n a p ɐ
barcas-d'água	b a ʁ k a ʒ d a ɡ w a
barcas-farol	b a ɻ k a s f a ɾ ɔ w
barcas-novas	b a ɻ k a s n ɔ v ɐ s
barcas-volantes	b a ʁ k a ʒ v o l ɐ̃ t e s
barca-volante	b a ɻ k a v o l ɐ̃ t͡ʃ i
barcelona-rn	b a ʁ s e l õ n ɐ ɛ ʁ e e n e
barcelos-am	b a ɻ s e l o z ɐ̃ w̃
barco-armadilha	b a ɻ k o a ɻ m a d͡ʒ i ʎ ɐ
barco-automóvel	b a ɻ k o a w t o m ɔ v e w
barco-bomba	b a ɾ k u b õ b ɐ
barco-das-iaôs	b a ɻ k o d a z i a o j ʃ
barco-dragão	b a ɻ k o d ɾ a ɡ ɐ̃ w̃
barco-farol	b a ɻ k o f a ɾ ɔ w
barco-luz	b a ɻ k o l u j s
barco-patrulha	b a ɻ k o p a t ɾ u ʎ ɐ
barcos-armadilha	b a ɻ k o z a ɻ m a d͡ʒ i ʎ ɐ
barcos-automóvel	b a ɻ k o z a w t o m ɔ v e w
barcos-bomba	b a ɻ k o ʒ b õ b ɐ
barcos-das-iaôs	b a ɻ k o ʒ d a z i a o j ʃ
barcos-dragão	b a ɻ k o ʒ d ɾ a ɡ ɐ̃ w̃
barcos-farol	b a ɻ k o s f a ɾ ɔ w
barcos-luz	b a ɻ k o ʒ l u j ʃ
bardana-maior	b a ɻ d ɐ n a m a j ɔ ɻ
bardana-menor	b a ɻ d ɐ n a m e n o ʁ
bardana-ordinária	b a ʁ d ɐ̃ a o ʁ d͡ʒ i n a ɾ i ɐ
bardanas-maiores	b a ɻ d ɐ n a z m a j o ɾ i ʃ
bardanas-menores	b a ɻ d ɐ n a ʒ m e n ɔ ɾ i s
bardanas-ordinárias	b a ʁ d ɐ̃ n ɐ s o ɻ d͡ʒ i n a ɾ i ɐ s
bar-galeria	b a ɻ ɡ a l e ɾ i a
baririçó-amarelo	b a ɾ i ɾ i s ɔ a m a ɾ ɛ l u
baririçô-amarelo	b a ɾ i ɾ i s o a m a ɾ ɛ l u
baririçós-amarelos	b a ɾ i ɾ i s ɔ z a m a ɾ ɛ l u s
baririçôs-amarelos	b a ɾ i ɾ i s o s a m a ɾ ɛ l u s
bariri-sp	b a ɾ i ɾ i ʃ p
barra-alegrense	b a ʁ a t a l e ɡ ɾ ẽ s i
barra-ba	b a ʁ a b ɐ
barra-bandeira	b a ʁ a b ɐ̃ d e j ɾ a
barra-bonitense	b a ʁ a b o n i t ẽ s i
barra-bugrense	b a ʁ a b u ɡ ɾ ẽ s i
barracão-pr	b a ʁ a k ɐ̃ w̃ p e ɛ ʁ e
barracão-rs	b a ʁ a k ɐ̃ w̃ ɛ ʁ e ɛ s i
barra-cordense	b a ʁ a k ɔ ɻ d ẽ s e
barra-es	b a ʁ a s
barra-estivense	b a ʁ a ʃ t͡ʃ i v ẽ s i
barra-fogo	b a ʁ a f o ɡ u
barra-francisquense	b a ʁ a f ɾ ɐ̃ s i ʃ k ẽ s i
barra-garcense	b a ʁ a ɡ a ʁ s ẽ s i
barra-go	b a ʁ a ɡ u
barra-limpa	b a ʁ a l ĩ p ɐ
barra-longuense	b a ʁ a l õ ɡ ẽ s i
barra-mansense	b a ʁ a m ɐ̃ s ẽ s i
barra-manteiga	b a ʁ a m ɐ̃ t e j ɡ ɐ
barra-mendense	b a ʁ a m ẽ d ẽ s i
barra-mg	b a ʁ a m i ʒ e
barra-mina	b a ʁ a m ĩ n ɐ
barranqueiro-de-bico-fino	b a ʁ ɐ̃ k e j ɾ o d e b i k o f ĩ n u
barranqueiro-de-bico-reto	b a ʁ ɐ̃ k e j ɾ o d e b i k o ɾ e t u
barranqueiro-de-olho-branco	b a ʁ ɐ̃ k e j ɾ o d e o ʎ o b ɾ ɐ̃ k u
barranqueiros-de-bico-fino	b a ʁ ɐ̃ k e j ɾ o z d e b i k o f ĩ n u
barranqueiros-de-bico-reto	b a ʁ ɐ̃ k e j ɾ o z d e b i k o ɾ e t u
barranqueiros-de-olho-branco	b a ʁ ɐ̃ k e j ɾ o z d e o ʎ o b ɾ ɐ̃ k u
barra-pesada	b a ʁ a p e z a d a
barra-rj	b a ʁ a ʁ e ʒ o t ɐ
barra-sp	b a ʁ a s i p e
barras-pesadas	b a ʁ a s p e z a d ɐ s
barras-pi	b a ʁ a ʃ p e i
barras-pr	b a ʁ a s i p e ɛ ʁ e
barras-rj	b a ʁ a ɛ s i ɛ ʁ e ʒ o t ɐ
barras-sc	b a ʁ a ɛ s i ɛ s i s e
barras-sp	b a ʁ a ɛ s i ɛ s i p e
barreira-ce	b a ʁ e j ɾ a s e e
barreira-chave	b a ʁ e j ɾ a ʃ a v i
barreiras-ba	b a ʁ e j ɾ a s i b e a
barreiras-chave	b a ʁ e j ɾ a s ʃ a v i
barreiras-pa	b a ʁ e j ɾ a s p ɐ
barreirinha-am	b a ʁ e j ɾ i ɲ a a ẽ m i
barreirinhas-ma	b a ʁ e j ɾ i ɲ a ʒ m ɐ
barreiro-do-brejo	b a ʁ e j ɾ o d o b ɾ e ʒ u
barreiro-pr	b a ʁ e j ɾ ɔ p e ɛ ʁ e
barreiro-rs	b a ʁ e j ɾ ɛ ʁ e ɛ s i
barreiros-do-brejo	b a ʁ e j ɾ o z d o b ɾ e ʒ u
barreiro-sp	b a ʁ e j ɾ o s i p e
barreiros-pe	b a ʁ e j ɾ o s p i
barrete-de-clérigo	b a ʁ e t e d e k l ɛ ɾ i ɡ u
barrete-de-eleitor	b a ʁ e t e d e e l e j t o ʁ
barrete-de-padre	b a ʁ e t e d e p a d ɾ e
barretes-de-clérigo	b a ʁ e t͡ʃ i z d e k l ɛ ɾ i ɡ u
barretes-de-eleitor	b a ʁ e t ɛ z d e l e j t o ʁ
barretes-de-padre	b a ʁ e t ɛ z d p a d ɾ e
barreto-se	b a ʁ e t ɔ z i
barreto-sp	b a ʁ e t u s i p e
barretos-sp	b a ʁ e t o s i p e
barriga-branca	b a ʁ i ɡ a b ɾ ɐ̃ k ɐ
barriga-cabeluda	b a ʁ i ɡ a k a b e l u d ɐ
barriga-d'agua	b a ʁ i ɡ a d a ɡ w ɐ
barriga-d'água	b a ʁ i ɡ a d a ɡ w a
barriga-de-freira	b a ʁ i ɡ a d e f ɾ e j ɾ ɐ
barriga-grande	b a ʁ i ɡ a ɡ ɾ ɐ̃ d e
barriga-listada	b a ʁ i ɡ a l i ʃ t a d ɐ
barriga-negra	b a ʁ i ɡ ɐ n e ɡ ɾ ɐ
barrigas-brancas	b a ʁ i ɡ a ʒ b ɾ ɐ̃ k a s
barrigas-cabeludas	b a ʁ i ɡ a ʃ k a b e l u d ɐ s
barrigas-d'água	b a ʁ i ɡ a ʒ d a ɡ w a
barrigas-de-freira	b a ʁ i ɡ a z d e f ɾ e j ɾ ɐ
barrigas-grandes	b a ʁ i ɡ a ʒ ɡ ɾ ɐ̃ d e s
barrigas-listadas	b a ʁ i ɡ a ʒ l i s t a d a s
barrigas-negras	b a ʁ i ɡ a ʒ n e ɡ ɾ ɐ s
barrigas-verdes	b a ʁ i ɡ a ʒ v e ʁ d͡ʒ i s
barriga-verde	b a ʁ i ɡ a v e ɾ d͡ʒ i
barriguda-de-espinho	b a ʁ i ɡ u d a d e ʃ p ĩ ɲ u
barriguda-lisa	b a ʁ i ɡ u d a l i z ɐ
barrigudas-de-espinho	b a ʁ i ɡ u d a z d e ʃ p ĩ ɲ u
barrigudas-lisas	b a ʁ i ɡ u d a ʒ l i z ɐ s
barrigudinho-pintado	b a ʁ i ɡ u d͡ʒ i ɲ o p ĩ t a d u
barrigudinhos-pintados	b a ʁ i ɡ u d͡ʒ i ɲ o s p ĩ t a d u s
barrigudo-cinzento	b a ʁ i ɡ u d o s ĩ z ẽ t u
barrigudo-pardo	b a ʁ i ɡ u d o p a ɻ d o
barrigudos-cinzentos	b a ʁ i ɡ u d o s ĩ z ẽ t u s
barrigudos-pardos	b a ʁ i ɡ u d o s p a ʁ d u s
barrilha-espinhosa	b a ʁ i ʎ a e ʃ p ĩ ɲ ɔ z ɐ
barrilhas-espinhosas	b a ʁ i ʎ ɐ s e ʃ p ĩ ɲ o z ɐ s
barrinha-sp	b a ʁ i ɲ a s i p e
barrocas-ba	b a ʁ o k ɛ s i b e a
barro-ce	b a ʁ ɔ s i
barro-durense	b a ʁ o d u ɾ ẽ s i
barrolândia-to	b a ʁ o l ɐ̃ d͡ʒ i a t u
barro-pretense	b a ʁ o p ɾ e t ẽ s i
barroquinha-ce	b a ʁ o k ĩ ɲ a s e e
barros-ma	b a ʁ o z m ɐ
barroso-mg	b a ʁ o z o m i ʒ e
barros-pi	b a ʁ o z p e i
barros-rs	b a ʁ o z ɛ ʁ e ɛ s i
barueri-sp	b a ɾ u e ɾ i ʃ p
basco-espanhol	b a s k o e ʃ p ɐ̃ ɲ ɔ w
base-cera	b a z e s e ɾ a
base-resina	b a z e ɾ e z ĩ n ɐ
basílico-grande	b a z i l i k o ɡ ɾ ɐ̃ d e
basílicos-grandes	b a z i l i k o z ɡ ɾ ɐ̃ d e s
basílio-ba	b a z i l i o b ɐ
basílios-ma	b a z i l i o z m ɐ
bassano-rs	b a s ɐ̃ ɛ ʁ e ɛ s i
basse-terre	b a s e t ɛ ʁ i
bassitt-sp	b a s i t e ɛ s i p e
bastão-de-são-jorge	b a ʃ t ɐ̃ w̃ d e z ɐ̃ w̃ ʒ ɔ ɾ ʒ i
bastão-de-são-josé	b a ʃ t ɐ̃ w̃ d e z ɐ̃ w̃ ʒ u z ɛ
bastão-de-velho	b a ʃ t ɐ̃ w̃ d e v e ʎ u
bastão-do-imperador	b a ʃ t ɐ̃ w̃ d o ĩ p e ɾ a d o ʁ
bastarda-do-douro	b a s t a ɻ d a d o d o w ɾ u
bastardas-do-douro	b a s t a ɻ d a s i d o d o w ɾ u
bastardinho-miúdo	b a s t a ɻ d͡ʒ i ɲ o m j u d o
bastardo-branco	b a s t a ɻ d o b ɾ ɐ̃ k u
bastardo-de-roma	b a s t a ɻ d o d e ɾ õ m ɐ
bastardo-do-douro	b a s t a ɻ d o d o d o w ɾ u
bastardo-do-outeiro	b a s t a ɻ d o d o o w t e j ɾ u
bastardo-francês	b a s t a ɻ d o f ɾ ɐ̃ s e j ʃ
bastardo-grosso	b a s t a ɻ d o ɡ ɾ o s u
bastardo-miúdo	b a s t a ɻ d o m i u d o
bastardo-negrinho	b a s t a ɻ d o n e ɡ ɾ ĩ ɲ u
bastardo-preto	b a s t a ɻ d o p ɾ e t u
bastardo-roxo	b a s t a ɻ d o ɾ o k s u
bastardos-brancos	b a s t a ɻ d o z b ɾ ɐ̃ k o s
bastardos-de-roma	b a s t a ɻ d o z d e ɾ õ m ɐ
bastardos-do-douro	b a s t a ɻ d o z d o d o w ɾ u
bastardos-do-outeiro	b a s t a ɻ d o z d u o w t e j ɾ u
bastardos-franceses	b a s t a ɻ d o s f ɾ ɐ̃ s e z e s
bastardos-grossos	b a s t a ɻ d o z ɡ ɾ ɔ s o s
bastardos-miúdos	b a s t a ɻ d o z m i u d o s
bastardos-negrinhos	b a s t a ɻ d o z n e ɡ ɾ ĩ ɲ u ʃ
bastardos-pretos	b a s t a ɻ d o s p ɾ e t u ʃ
bastardos-roxos	b a s t a ɾ d o ɾ o k s u ʃ
bastardos-tintos	b a s t a ɻ d o ʃ t͡ʃ ĩ t u ʃ
bastardos-vermelhos	b a s t a ɻ d o ʒ v e ʁ m e ʎ u s
bastardo-tinto	b a s t a ɻ d o t͡ʃ ĩ t u
bastardo-vermelho	b a s t a ɻ d o v e ʁ m e ʎ u
bastião-de-arruda	b a ʃ t͡ʃ i ɐ̃ w̃ d a ʁ u d ɐ
bastiões-de-arruda	b a s t͡ʃ i õ j̃ ʃ d a ʁ u d ɐ
bastões-de-são-jorge	b a ʃ t õ j̃ ʃ d e z ɐ̃ w̃ ʒ ɔ ɾ ʒ i
bastões-de-são-josé	b a ʃ t õ j̃ ʃ d e z ɐ̃ w̃ ʒ u z ɛ
bastões-de-velho	b a ʃ t õ j̃ ʃ d e v e ʎ u
bastões-do-imperador	b a ʃ t õ j̃ ʃ d o ĩ p e ɾ a d o ʁ
bastos-sp	b a ʃ t o s i p e
bataguassu-ms	b a t a ɡ w a s u ẽ m i ɛ s i
bataiporã-ms	b a t a j p ɔ ɾ ɐ̃ ẽ m i ɛ s i
batalha-al	b a t a ʎ a a ɛ l e
batalha-naval	b a t a ʎ a n a v a w
batalha-pi	b a t a ʎ a p e i
batalhas-navais	b a t a ʎ a ʒ n a v a j s
batata-aipo	b a t a t a a i p e ɔ
batata-atum	b a t a t a a t ũ
batata-baroa	b a t a t a b a ɾ o ɐ
batata-baronesa	b a t a t a b a ɾ o n e z ɐ
batata-branca	b a t a t a b ɾ ɐ̃ k ɐ
batata-brava	b a t a t a b ɾ a v ɐ
batata-ceará	b a t a t a s e a ɾ a
batata-cenoura	b a t a t a s e n o w ɾ ɐ
batata-chinesa	b a t a t a ʃ i n e z ɐ
batata-cogumelo	b a t a t a k o ɡ u m ɛ l u
batata-da-costa	b a t a t a d a k o ʃ t ɐ
batata-da-ilha	b a t a t a d a i ʎ ɐ
batata-da-pedra	b a t a t a d a p ɛ d ɾ ɐ
batata-da-praia	b a t a t a d a p ɾ a j ɐ
batata-da-terra	b a t a t a d a t ɛ ʁ ɐ
batata-da-uva-do-mato	b a t a t a d a w v a d o m a t u
batata-de-amaro	b a t a t a d͡ʒ i a m a ɾ u
batata-de-angola	b a t a t a d ɐ̃ ɡ ɔ l ɐ
batata-de-arroba	b a t a t a d a ʁ o b ɐ
batata-de-bainha	b a t a t a d e b a ĩ ɲ ɐ
batata-de-branco	b a t a t a d e b ɾ ɐ̃ k u
batata-de-bugio	b a t a t a d e b u ʒ i u
